,Year,Rank,Title,Artist
1608,2022,25,Late Night Talking,Harry Styles
1609,2022,26,I Like You (A Happier Song),Post Malone Featuring Doja Cat
1610,2022,27,You Proof,Morgan Wallen
1611,2022,28,Bad Habit,Steve Lacy
1612,2022,29,Sunroof,Nicky Youre & dazy
1613,2022,30,One Right Now,Post Malone & The Weeknd
1614,2022,31,Good 4 U,Olivia Rodrigo
1615,2022,32,Numb Little Bug,Em Beihold
1616,2022,33,Jimmy Cooks,Drake Featuring 21 Savage
1617,2022,34,'Til You Can't,Cody Johnson
1618,2022,35,Fancy Like,Walker Hayes
1619,2022,36,The Kind Of Love We Make,Luke Combs
1620,2022,37,I Ain't Worried,OneRepublic
1621,2022,38,Break My Soul,Beyonce
1622,2022,39,Something In The Orange,Zach Bryan
1623,2022,40,Save Your Tears,The Weeknd & Ariana Grande
1624,2022,41,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak)
1625,2022,42,Levitating,Dua Lipa
1626,2022,43,In A Minute,Lil Baby
1627,2022,44,Moscow Mule,Bad Bunny
1628,2022,45,You Right,Doja Cat & The Weeknd
1629,2022,46,She Had Me At Heads Carolina,Cole Swindell
1630,2022,47,Vegas,Doja Cat
1631,2022,48,Pushin P,Gunna & Future Featuring Young Thug
1632,2022,49,Buy Dirt,Jordan Davis Featuring Luke Bryan
1633,2022,50,I Hate U,SZA
1634,2022,51,Boyfriend,Dove Cameron
1635,2022,52,Glimpse Of Us,Joji
1636,2022,53,Surface Pressure,Jessica Darrow
1637,2022,54,Fall In Love,Bailey Zimmerman
1638,2022,55,Love Nwantiti (Ah Ah Ah),CKay
1639,2022,56,Super Freaky Girl,Nicki Minaj
1640,2022,57,Hrs And Hrs,Muni Long
1641,2022,58,Sand In My Boots,Morgan Wallen
1642,2022,59,MAMIII,Becky G X Karol G
1643,2022,60,Knife Talk,Drake Featuring 21 Savage & Project Pat
1644,2022,61,AA,Walker Hayes
1645,2022,62,Sweetest Pie,Megan Thee Stallion & Dua Lipa
1646,2022,63,Provenza,Karol G
1647,2022,64,Essence,Wizkid Featuring Justin Bieber & Tems
1648,2022,65,All I Want For Christmas Is You,Mariah Carey
1649,2022,66,Bam Bam,Camila Cabello Featuring Ed Sheeran
1650,2022,67,5 Foot 9,Tyler Hubbard
1651,2022,68,Get Into It (Yuh),Doja Cat
1652,2022,69,Efecto,Bad Bunny
1653,2022,70,Rock And A Hard Place,Bailey Zimmerman
1654,2022,71,Doin' This,Luke Combs
1655,2022,72,Oh My God,Adele
1656,2022,73,Better Days,NEIKED X Mae Muller X Polo G
1657,2022,74,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
1658,2022,75,Fingers Crossed,Lauren Spencer Smith
1659,2022,76,All Too Well (Taylor's Version),Taylor Swift
1660,2022,77,Party,Bad Bunny & Rauw Alejandro
1661,2022,78,Despues de La Playa,Bad Bunny
1662,2022,79,You Should Probably Leave,Chris Stapleton
1663,2022,80,Rockin' Around The Christmas Tree,Brenda Lee
1664,2022,81,Broadway Girls,Lil Durk Featuring Morgan Wallen
1665,2022,82,Take My Name,Parmalee
1666,2022,83,What Happened To Virgil,Lil Durk Featuring Gunna
1667,2022,84,Puffin On Zootiez,Future
1668,2022,85,Like I Love Country Music,Kane Brown
1669,2022,86,Jingle Bell Rock,Bobby Helms
1670,2022,87,Ojitos Lindos,Bad Bunny & Bomba Estereo
1671,2022,88,Trouble With A Heartbreak,Jason Aldean
1672,2022,89,A Holly Jolly Christmas,Burl Ives
1673,2022,90,Kiss Me More,Doja Cat Featuring SZA
1674,2022,91,She Likes It,Russell Dickerson & Jake Scott
1675,2022,92,Never Say Never,Cole Swindell / Lainey Wilson
1676,2022,93,Damn Strait,Scotty McCreery
1677,2022,94,She's All I Wanna Be,Tate McRae
1678,2022,95,Last Night Lonely,Jon Pardi
1679,2022,96,Flower Shops,ERNEST Featuring Morgan Wallen
1680,2022,97,To The Moon!,JNR CHOI & Sam Tompkins
1681,2022,98,Unholy,Sam Smith & Kim Petras
1682,2022,99,One Mississippi,Kane Brown
1683,2023,1,Last Night,Morgan Wallen
1684,2023,2,Flowers,Miley Cyrus
1685,2023,3,Kill Bill,SZA
1686,2023,4,Anti-Hero,Taylor Swift
1687,2023,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
1688,2023,6,Calm Down,Rema & Selena Gomez
1689,2023,7,Die For You,The Weeknd & Ariana Grande
1690,2023,8,Fast Car,Luke Combs
1691,2023,9,Snooze,SZA
1692,2023,10,I'm Good (Blue),David Guetta & Bebe Rexha
1693,2023,11,Unholy,Sam Smith & Kim Petras
1694,2023,12,You Proof,Morgan Wallen
1695,2023,13,Something In The Orange,Zach Bryan
1696,2023,14,Rich Flex,Drake & 21 Savage
1697,2023,15,As It Was,Harry Styles
1698,2023,16,Rock And A Hard Place,Bailey Zimmerman
1699,2023,17,Under The Influence,Chris Brown
1700,2023,18,Cruel Summer,Taylor Swift
1701,2023,19,Thinkin' Bout Me,Morgan Wallen
1702,2023,20,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
1703,2023,21,Favorite Song,Toosii
1704,2023,22,Thought You Should Know,Morgan Wallen
1705,2023,23,Thank God,Kane Brown With Katelyn Brown
1706,2023,24,Sure Thing,Miguel
1707,2023,25,All My Life,Lil Durk Featuring J. Cole
1708,2023,26,Ella Baila Sola,Eslabon Armado X Peso Pluma
1709,2023,27,Karma,Taylor Swift Featuring Ice Spice
1710,2023,28,Just Wanna Rock,Lil Uzi Vert
1711,2023,29,Cuff It,Beyonce
1712,2023,30,Vampire,Olivia Rodrigo
1713,2023,31,Fukumean,Gunna
1714,2023,32,Lavender Haze,Taylor Swift
1715,2023,33,Players,Coi Leray
1716,2023,34,Need A Favor,Jelly Roll
1717,2023,35,Dance The Night,Dua Lipa
1718,2023,36,Love You Anyway,Luke Combs
1719,2023,37,One Thing At A Time,Morgan Wallen
1720,2023,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
1721,2023,39,Bad Habit,Steve Lacy
1722,2023,40,La Bebe,Yng Lvcas x Peso Pluma
1723,2023,41,Golden Hour,JVKE
1724,2023,42,Religiously,Bailey Zimmerman
1725,2023,43,Spin Bout U,Drake & 21 Savage
1726,2023,44,Cupid,Fifty Fifty
1727,2023,45,Search & Rescue,Drake
1728,2023,46,Barbie World,Nicki Minaj & Ice Spice With Aqua
1729,2023,47,Next Thing You Know,Jordan Davis
1730,2023,48,Escapism,RAYE Featuring 070 Shake
1731,2023,49,Un x100to,Grupo Frontera X Bad Bunny
1732,2023,50,Until I Found You,Stephen Sanchez
1733,2023,51,Shirt,SZA
1734,2023,52,Paint The Town Red,Doja Cat
1735,2023,53,Made You Look,Meghan Trainor
1736,2023,54,Wait In The Truck,HARDY Featuring Lainey Wilson
1737,2023,55,All I Want For Christmas Is You,Mariah Carey
1738,2023,56,Everything I Love,Morgan Wallen
1739,2023,57,Chemical,Post Malone
1740,2023,58,Heart Like A Truck,Lainey Wilson
1741,2023,59,"Going, Going, Gone",Luke Combs
1742,2023,60,Rockin' Around The Christmas Tree,Brenda Lee
1743,2023,61,Dancin' In The Country,Tyler Hubbard
1744,2023,62,Daylight,David Kushner
1745,2023,63,Lift Me Up,Rihanna
1746,2023,64,Eyes Closed,Ed Sheeran
1747,2023,65,TQG,Karol G x Shakira
1748,2023,66,Try That In A Small Town,Jason Aldean
1749,2023,67,Tennessee Orange,Megan Moroney
1750,2023,68,Jingle Bell Rock,Bobby Helms
1751,2023,69,Princess Diana,Ice Spice & Nicki Minaj
1752,2023,70,Tomorrow 2,GloRilla & Cardi B
1753,2023,71,A Holly Jolly Christmas,Burl Ives
1754,2023,72,Where She Goes,Bad Bunny
1755,2023,73,Bebe Dame,Fuerza Regida X Grupo Frontera
1756,2023,74,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
1757,2023,75,I Like You (A Happier Song),Post Malone Featuring Doja Cat
1758,2023,76,What It Is (Block Boy),Doechii Featuring Kodak Black
1759,2023,77,Nobody Gets Me,SZA
1760,2023,78,Rich Men North Of Richmond,Oliver Anthony Music
1761,2023,79,Super Freaky Girl,Nicki Minaj
1762,2023,80,Dial Drunk,Noah Kahan With Post Malone
1763,2023,81,What Was I Made For?,Billie Eilish
1764,2023,82,Seven,Jung Kook Featuring Latto
1765,2023,83,Wait For U,Future Featuring Drake & Tems
1766,2023,84,Last Christmas,Wham!
1767,2023,85,Handle On You,Parker McCollum
1768,2023,86,Por Las Noches,Peso Pluma
1769,2023,87,Memory Lane,Old Dominion
1770,2023,88,Area Codes,Kaliii
1771,2023,89,Bury Me In Georgia,Kane Brown
1772,2023,90,PRC,Peso Pluma X Natanael Cano
1773,2023,91,What My World Spins Around,Jordan Davis
1774,2023,92,Ain't That Some,Morgan Wallen
1775,2023,93,Wild As Her,Corey Kent
1776,2023,94,Peaches & Eggplants,Young Nudy Featuring 21 Savage
1777,2023,95,I Wrote The Book,Morgan Wallen
1778,2023,96,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
1779,2023,97,Meltdown,Travis Scott Featuring Drake
1780,2023,98,Put It On Da Floor Again,Latto Featuring Cardi B
1781,2023,99,Bloody Mary,Lady Gaga
